"Subject","Session","Block","Trial","prime","target","RT","rel","category"
1,1,2,6,"PICTURE","frame",927,"rel","C"
1,1,2,28,"INDIRECT","doctor",931,"un","C"
1,1,2,30,"SALIVA","hoop",753,"un","C"
1,1,2,39,"REEF","coral",609,"rel","D"
1,1,2,47,"SNEAK","preview",589,"rel","C"
1,1,2,78,"COMPACT","disc",550,"rel","C"
1,1,2,88,"CURIOUS","george",613,"rel","C"
1,1,2,102,"OBSTACLE","course",602,"rel","C"
1,1,2,219,"PLENTY","thousand",665,"un","C"
1,1,2,221,"TYPIST","france",607,"un","C"
1,1,2,271,"SHAKE","rattle",621,"rel","C"
1,1,2,303,"INSTINCT","basic",649,"rel","D"
1,1,2,321,"FEMALE","perfect",705,"un","C"
1,1,2,342,"OZONE","layer",1042,"rel","C"
1,1,2,351,"CONNECT","dots",942,"rel","C"
1,1,2,353,"BEAN","green",640,"rel","D"
1,1,2,361,"DRIP","drop",558,"rel","C"
1,2,2,24,"HERO","toe",598,"un","C"
1,2,2,68,"HOLE","ground",681,"rel","C"
1,2,2,80,"PHONE","call",698,"rel","C"
1,2,2,92,"HIP","bone",774,"rel","C"
1,2,2,127,"LEAN","chip",600,"un","D"
1,2,2,139,"FACTS","have",1120,"un","C"
1,2,2,150,"MEDICAL","clown",588,"un","C"
1,2,2,175,"NIECE","hunter",625,"un","C"
1,2,2,176,"CHIPMUNK","cards",631,"un","C"
1,2,2,223,"ARTS","crafts",553,"rel","C"
1,2,2,226,"METRIC","system",589,"rel","C"
1,2,2,252,"MAGIC","coke",609,"un","C"
1,2,2,255,"HARDY","boys",544,"rel","C"
1,2,2,282,"HINDSIGHT","sting",678,"un","C"
1,2,2,283,"ENDING","three",603,"un","C"
1,2,2,285,"DESTINY","polish",618,"un","C"
1,2,2,291,"UNITED","states",883,"rel","C"
1,2,2,318,"INERTIA","telephone",688,"un","D"
1,2,2,320,"ACCELERATE","drugs",474,"un","C"
1,2,2,336,"CHICKEN","soup",543,"rel","C"
1,2,2,354,"SHORTCAKE","strawberry",674,"rel","D"
1,2,2,355,"STRIP","naked",662,"rel","C"
1,2,2,365,"CHECKING","account",526,"rel","C"
1,2,2,383,"THERE","chocolate",1422,"un","D"
1,2,2,393,"GIGGLE","clean",586,"un","D"
1,2,2,409,"FLAKE","corn",926,"rel","D"
2,1,2,454,"STOMACH","ache",527,"rel","C"
2,1,2,481,"TICKET","concert",530,"rel","D"
2,1,2,490,"GROCERY","store",492,"rel","C"
2,1,2,515,"HUNDRED","puzzle",712,"un","D"
2,1,2,523,"WICKER","basket",588,"rel","C"
2,1,2,556,"COOLER","wine",482,"rel","D"
2,1,2,571,"MONKEY","wash",527,"un","D"
2,1,2,583,"BULLETIN","board",543,"rel","C"
2,1,2,592,"OWN","yard",620,"un","C"
2,1,2,595,"PARK","tax",618,"un","C"
2,1,2,615,"SLING","shot",654,"rel","C"
2,1,2,617,"MORSE","code",555,"rel","C"
2,1,2,629,"DEER","slave",528,"un","D"
2,1,2,647,"DEVIL","club",617,"un","D"
2,1,2,664,"CRISP","zoo",696,"un","D"
2,1,2,716,"GUITAR","string",526,"rel","C"
2,1,2,734,"RAYS","fortune",782,"un","C"
2,1,2,737,"HUT","straw",513,"rel","D"
2,2,2,476,"HANDLE","care",428,"rel","C"
2,2,2,497,"EXIT","reaction",518,"un","C"
2,2,2,508,"SUB","sandwich",462,"rel","C"
2,2,2,521,"MELLOW","yellow",497,"rel","C"
2,2,2,522,"SPRAIN","ankle",590,"rel","C"
2,2,2,562,"HELIUM","balloon",519,"rel","C"
2,2,2,578,"CORPSE","not",730,"un","C"
2,2,2,589,"BURST","bubble",419,"rel","C"
2,2,2,609,"STEER","red",475,"un","D"
2,2,2,633,"FURTHER","away",528,"rel","C"
2,2,2,668,"PRESTIGE","check",703,"un","D"
2,2,2,676,"UNIFORM","nurse",728,"rel","D"
2,2,2,692,"LOWER","chew",701,"un","D"
2,2,2,755,"TELLER","bank",460,"rel","D"
2,2,2,793,"INTERRUPT","up",359,"un","C"
2,2,2,804,"ABLE","beam",601,"un","C"
2,2,2,811,"CREDIT","card",470,"rel","C"
3,1,2,5,"LOAD","heavy",690,"rel","D"
3,1,2,12,"DRILL","bit",502,"rel","C"
3,1,2,27,"DELINQUENT","juvenile",711,"rel","D"
3,1,2,34,"HIKING","boots",626,"rel","C"
3,1,2,49,"DEFINITION","off",623,"un","C"
3,1,2,56,"GRADUATE","student",590,"rel","C"
3,1,2,58,"CRAYOLA","crayon",709,"rel","C"
3,1,2,89,"CASE","court",546,"rel","D"
3,1,2,99,"CONTEMPORARY","tan",718,"un","C"
3,1,2,167,"FIBER","foreign",625,"un","D"
3,1,2,177,"CONCERN","worker",622,"un","C"
3,1,2,187,"DRAG","race",522,"rel","C"
3,1,2,206,"SMOKY","mountains",491,"rel","C"
3,1,2,209,"REMINISCENCE","coat",524,"un","C"
3,1,2,240,"DISCIPLINE","strict",636,"rel","D"
3,1,2,264,"HOE","doll",567,"un","C"
3,1,2,281,"RELATIVITY","theory",670,"rel","C"
3,1,2,304,"TOENAIL","clipper",487,"rel","C"
3,1,2,305,"PRINCESS","pledge",675,"un","D"
3,1,2,313,"PROMISE","broken",437,"rel","D"
3,1,2,320,"SQUAD","police",451,"rel","D"
3,1,2,329,"ATHLETIC","movie",823,"un","D"
3,1,2,333,"SUBTLE","hint",607,"rel","C"
3,1,2,373,"PUNCTUATION","kitchen",618,"un","D"
3,1,2,385,"GEORGE","washington",509,"rel","C"
3,1,2,403,"BLOUSE","hair",688,"un","D"
3,1,2,415,"CUSHION","couch",542,"rel","D"
3,2,2,1,"ROMAN","empire",476,"rel","C"
3,2,2,35,"SICKLE","cell",584,"rel","C"
3,2,2,38,"RIGHTS","station",845,"un","C"
3,2,2,46,"HARVEST","crops",445,"rel","C"
3,2,2,49,"MENTAL","health",482,"rel","C"
3,2,2,77,"JOURNAL","hamburger",521,"un","C"
3,2,2,80,"EXPLOSION","potato",505,"un","D"
3,2,2,87,"ENTERTAINMENT","television",493,"rel","C"
3,2,2,103,"BUSY","taxi",602,"un","D"
3,2,2,111,"WELCOME","home",381,"rel","C"
3,2,2,123,"LEAST","bath",442,"un","D"
3,2,2,126,"SHOW","tell",400,"rel","C"
3,2,2,132,"SELFISH","dive",406,"un","C"
3,2,2,166,"HAPPENING","now",430,"rel","C"
3,2,2,167,"OPENER","can",475,"rel","D"
3,2,2,233,"SNAP","crackle",492,"rel","C"
3,2,2,238,"POST","office",456,"rel","C"
3,2,2,253,"COMMANDER","chief",465,"rel","C"
3,2,2,257,"LASTING","long",395,"rel","D"
3,2,2,260,"FIGHT","fist",401,"rel","D"
3,2,2,263,"MINOR","sharp",407,"un","C"
3,2,2,275,"SPOILED","rotten",783,"rel","C"
3,2,2,282,"TWIST","treat",553,"un","C"
3,2,2,285,"DUMP","garbage",442,"rel","D"
3,2,2,321,"ELEMENTS","chain",454,"un","D"
3,2,2,332,"LAB","experiment",459,"rel","C"
3,2,2,358,"TWILIGHT","being",463,"un","C"
4,1,2,425,"LIST","groceries",638,"rel","D"
4,1,2,428,"REAP","log",519,"un","D"
4,1,2,434,"UNAWARE","gold",634,"un","D"
4,1,2,473,"SCARF","turn",590,"un","C"
4,1,2,523,"LANDSCAPE","simple",586,"un","C"
4,1,2,538,"SPREE","shopping",813,"rel","D"
4,1,2,562,"VACUUM","cleaner",867,"rel","C"
4,1,2,593,"CLOROX","dinosaur",940,"un","D"
4,1,2,633,"KIDNEY","bean",569,"rel","C"
4,1,2,661,"SLICK","dog",509,"un","D"
4,1,2,781,"CAPTION","closed",691,"rel","D"
4,1,2,793,"POSTAGE","stamp",727,"rel","C"
4,1,2,804,"THING","ribs",651,"un","C"
4,1,2,816,"DAMN","it",479,"rel","C"
4,1,2,829,"DRUM","stick",825,"rel","C"
4,2,2,427,"RENT","thread",669,"un","C"
4,2,2,448,"JAIL","aluminum",1251,"un","D"
4,2,2,465,"MEMORIAL","service",606,"rel","C"
4,2,2,466,"SHOCK","electric",1124,"rel","D"
4,2,2,472,"BOUQUET","flowers",658,"rel","C"
4,2,2,473,"DEBATE","president",663,"un","D"
4,2,2,478,"PAN","strap",952,"un","C"
4,2,2,480,"SPAGHETTI","sauce",834,"rel","C"
4,2,2,498,"ATTENTION","span",1421,"rel","C"
4,2,2,523,"HELMET","motorcycle",668,"rel","D"
4,2,2,570,"RIGHTEOUS","soap",849,"un","C"
4,2,2,586,"GRAPE","thursday",1546,"un","C"
4,2,2,591,"CANYON","grand",612,"rel","D"
4,2,2,594,"CHARM","bracelet",600,"rel","C"
4,2,2,675,"CANE","dill",1504,"un","D"
4,2,2,681,"TRICK","eggs",560,"un","C"
4,2,2,721,"CORAL","reef",1140,"rel","C"
4,2,2,738,"STEREOTYPE","virgin",741,"un","D"
4,2,2,790,"PIMPLE","furniture",686,"un","C"
4,2,2,801,"GENE","pool",487,"rel","C"
4,2,2,819,"PICKLES","sexy",620,"un","D"
5,1,2,4,"APPLE","red",574,"rel","D"
5,1,2,7,"MARK","check",695,"rel","D"
5,1,2,43,"BOOTH","telephone",854,"rel","D"
5,1,2,80,"GOVERNOR","green",757,"un","D"
5,1,2,119,"CHILD","dots",610,"un","C"
5,1,2,121,"WET","care",557,"un","C"
5,1,2,159,"MONEY","preview",757,"un","C"
5,1,2,199,"MEANING","egg",453,"un","D"
5,1,2,239,"TAN","code",572,"un","C"
5,1,2,274,"LIPS","states",729,"un","C"
5,1,2,277,"WOMEN","bank",473,"un","D"
5,1,2,283,"PIECES","puzzle",515,"rel","D"
5,1,2,288,"ILLEGAL","drugs",484,"rel","C"
5,1,2,320,"LASER","beam",923,"rel","C"
5,1,2,329,"ARTS","shot",430,"un","C"
5,1,2,330,"FAME","fortune",397,"rel","C"
5,1,2,345,"MEMBER","club",452,"rel","D"
5,1,2,355,"RUM","coke",443,"rel","C"
5,1,2,373,"SHOULDER","ankle",488,"un","C"
5,1,2,391,"DEAL","cards",483,"rel","C"
5,2,2,4,"REFLECTION","ache",862,"un","C"
5,2,2,26,"NOW","account",449,"un","C"
5,2,2,40,"ALTO","ground",698,"un","C"
5,2,2,81,"BRITTLE","board",539,"un","C"
5,2,2,84,"FINGERNAIL","polish",437,"rel","C"
5,2,2,93,"HONEY","george",990,"un","C"
5,2,2,141,"SWAP","boys",407,"un","C"
5,2,2,148,"MAGNET","system",742,"un","C"
5,2,2,162,"STUB","toe",501,"rel","C"
5,2,2,197,"GROWN","up",638,"rel","C"
5,2,2,203,"BEE","sting",434,"rel","C"
5,2,2,222,"EXCISE","tax",853,"rel","C"
5,2,2,227,"FILE","frame",542,"un","C"
5,2,2,242,"NOTICE","string",423,"un","C"
5,2,2,279,"CONTINENT","bone",930,"un","C"
5,2,2,285,"RADISH","call",456,"un","C"
5,2,2,287,"SINCE","bubble",505,"un","C"
5,2,2,320,"SHOWER","clean",420,"rel","D"
5,2,2,357,"MELLOW","soup",506,"un","C"
5,2,2,367,"REMAIN","basic",440,"un","D"
5,2,2,387,"MEDICAL","doctor",764,"rel","C"
5,2,2,391,"SHIELD","crafts",459,"un","C"
5,2,2,409,"MONOTONOUS","straw",430,"un","D"
6,1,2,420,"DITCH","concert",488,"un","D"
6,1,2,429,"MASTER","slave",461,"rel","D"
6,1,2,449,"CURSIVE","drop",504,"un","C"
6,1,2,457,"HUNDRED","thousand",592,"rel","C"
6,1,2,508,"DIAMETER","rattle",826,"un","C"
6,1,2,511,"STRIP","course",473,"un","C"
6,1,2,531,"PRACTICE","perfect",605,"rel","C"
6,1,2,544,"LANGUAGE","away",518,"un","C"
6,1,2,590,"DEMI","corn",488,"un","D"
6,1,2,599,"TARZAN","basket",531,"un","C"
6,1,2,616,"CURIOUS","sandwich",849,"un","C"
6,1,2,745,"BOUNTY","hunter",483,"rel","C"
6,1,2,753,"MUST","have",569,"rel","C"
6,1,2,773,"BINDER","do",537,"un","C"
6,1,2,809,"SNEEZE","naked",503,"un","C"
6,1,2,825,"BEAN","layer",515,"un","C"
6,2,2,432,"YEARS","nurse",519,"un","D"
6,2,2,475,"DIP","chip",494,"rel","D"
6,2,2,527,"MAYBE","not",769,"rel","C"
6,2,2,531,"DEFEND","balloon",503,"un","C"
6,2,2,588,"WHITE","store",482,"un","C"
6,2,2,589,"SNOB","coral",639,"un","D"
6,2,2,607,"PINT","card",648,"un","C"
6,2,2,627,"TWO","three",598,"rel","C"
6,2,2,657,"PUDDING","chocolate",422,"rel","D"
6,2,2,661,"PARIS","france",521,"rel","C"
6,2,2,680,"TRIUMPH","strawberry",510,"un","D"
6,2,2,687,"GENEROUS","disc",726,"un","C"
6,2,2,692,"JUNK","yard",439,"rel","C"
6,2,2,700,"CHEMICAL","reaction",742,"rel","C"
6,2,2,747,"CIRCUS","clown",1373,"rel","C"
6,2,2,764,"HULA","hoop",695,"rel","C"
6,2,2,765,"GUM","chew",457,"rel","D"
6,2,2,783,"DISHES","wash",571,"rel","D"
6,2,2,794,"KEEPER","zoo",529,"rel","D"
6,2,2,811,"COZY","yellow",478,"un","C"
6,2,2,821,"POLICEMAN","wine",531,"un","D"
7,1,2,5,"CABIN","log",539,"rel","D"
7,1,2,102,"ACTRESS","key",455,"un","C"
7,1,2,138,"SUNNY","computer",478,"un","D"
7,1,2,154,"KNIFE","ski",808,"un","D"
7,1,2,161,"CABINET","kitchen",465,"rel","D"
7,1,2,167,"RAZOR","sharp",401,"rel","C"
7,1,2,169,"GENE","closed",456,"un","D"
7,1,2,225,"BOILED","eggs",469,"rel","C"
7,1,2,231,"INABILITY","groceries",655,"un","D"
7,1,2,265,"PRIME","ribs",500,"rel","C"
7,1,2,290,"LINGERIE","sexy",500,"rel","D"
7,1,2,305,"DISLIKE","sand",435,"un","D"
7,1,2,320,"MARY","virgin",797,"rel","D"
7,1,2,355,"TRICK","treat",437,"rel","C"
7,1,2,373,"TURN","off",495,"rel","C"
7,1,2,374,"WEDNESDAY","thursday",634,"rel","C"
7,1,2,396,"COMPETITION","bee",438,"un","D"
7,2,2,16,"PRODUCTION","movie",426,"rel","D"
7,2,2,46,"LEGION","foreign",840,"rel","D"
7,2,2,104,"ROBE","bath",477,"rel","D"
7,2,2,177,"NECKLACE","gold",530,"rel","D"
7,2,2,190,"KEYBOARD","pool",588,"un","C"
7,2,2,200,"HOSTESS","days",433,"un","C"
7,2,2,237,"PORCELAIN","doll",459,"rel","C"
7,2,2,288,"KINETIC","onion",503,"un","C"
7,2,2,378,"SCUBA","dive",465,"rel","C"
7,2,2,385,"CLOROX","bleach",535,"rel","C"
7,2,2,386,"JOCK","strap",416,"rel","C"
7,2,2,394,"FACTORY","worker",450,"rel","C"
7,2,2,409,"TWIST","turn",391,"rel","C"
7,2,2,412,"FAIL","house",569,"un","C"
7,2,2,416,"BOUQUET","fraternity",611,"un","C"
8,1,2,418,"SURROUNDINGS","ball",488,"un","C"
8,1,2,423,"EMPLOYEE","college",474,"un","D"
8,1,2,426,"MAGICIAN","it",494,"un","C"
8,1,2,496,"MISS","theory",505,"un","C"
8,1,2,529,"MORE","noodles",507,"un","C"
8,1,2,543,"MCDONALD'S","hamburger",595,"rel","C"
8,1,2,574,"LINK","chain",679,"rel","D"
8,1,2,589,"TOAD","tape",654,"un","C"
8,1,2,606,"TRENCH","coat",592,"rel","C"
8,1,2,612,"PATIO","furniture",558,"rel","C"
8,1,2,653,"COOKBOOK","novel",519,"un","C"
8,1,2,655,"CHIP","potato",505,"rel","D"
8,1,2,685,"ROMAN","tire",660,"un","C"
8,1,2,700,"PLAIN","simple",429,"rel","C"
8,1,2,711,"SOUND","human",550,"un","D"
8,1,2,725,"PICKLES","dill",624,"rel","D"
8,1,2,772,"SUN","tan",504,"rel","C"
8,1,2,793,"ZEST","soap",487,"rel","C"
8,1,2,810,"ALLEGIANCE","pledge",519,"rel","D"
8,2,2,458,"FOSSIL","dinosaur",1080,"rel","D"
8,2,2,476,"SKINNY","pizza",769,"un","C"
8,2,2,483,"NEEDLE","thread",1144,"rel","C"
8,2,2,502,"CANDIDATE","president",848,"rel","D"
8,2,2,506,"SHAME","heavy",623,"un","D"
8,2,2,544,"CAB","taxi",691,"rel","D"
8,2,2,609,"ACCUMULATE","broken",803,"un","D"
8,2,2,616,"SEASHORE","cracker",891,"un","C"
8,2,2,630,"CONFLICT","tennis",905,"un","D"
8,2,2,680,"HUMAN","being",1002,"rel","C"
8,2,2,688,"SPRAY","hair",878,"rel","D"
8,2,2,750,"BREED","dog",989,"rel","D"
8,2,2,767,"FLAT","down",558,"un","C"
8,2,2,770,"SERVICE","station",645,"rel","C"
8,2,2,797,"FOIL","aluminum",558,"rel","D"
8,2,2,809,"SHRINE","circus",564,"un","D"
8,2,2,821,"SWEET","chief",1009,"un","C"
9,1,2,4,"MAKE","do",606,"rel","C"
9,1,2,17,"MAGIC","coke",772,"un","C"
9,1,2,24,"SHORTCAKE","strawberry",1009,"rel","D"
9,1,2,31,"DESTINY","polish",709,"un","C"
9,1,2,77,"CHICKEN","soup",538,"rel","C"
9,1,2,110,"STRIP","naked",746,"rel","C"
9,1,2,115,"MEDICAL","clown",752,"un","C"
9,1,2,133,"THERE","chocolate",732,"un","D"
9,1,2,146,"GIGGLE","clean",707,"un","D"
9,1,2,152,"ACCELERATE","drugs",507,"un","C"
9,1,2,156,"HERO","toe",1032,"un","C"
9,1,2,157,"NIECE","hunter",559,"un","C"
9,1,2,158,"PHONE","call",391,"rel","C"
9,1,2,174,"HARDY","boys",447,"rel","C"
9,1,2,178,"HINDSIGHT","sting",791,"un","C"
9,1,2,207,"ENDING","three",761,"un","C"
9,1,2,210,"LEAN","chip",941,"un","D"
9,1,2,223,"METRIC","system",492,"rel","C"
9,1,2,241,"CHECKING","account",614,"rel","C"
9,1,2,256,"UNITED","states",638,"rel","C"
9,1,2,267,"ARTS","crafts",803,"rel","C"
9,1,2,292,"FLAKE","corn",438,"rel","D"
9,1,2,332,"HIP","bone",468,"rel","C"
9,1,2,342,"FACTS","have",500,"un","C"
9,1,2,344,"INERTIA","telephone",527,"un","D"
9,1,2,350,"HOLE","ground",653,"rel","C"
9,1,2,413,"CHIPMUNK","cards",910,"un","C"
9,2,2,39,"GROCERY","store",532,"rel","C"
9,2,2,40,"TICKET","concert",734,"rel","D"
9,2,2,48,"COOLER","wine",558,"rel","D"
9,2,2,58,"BULLETIN","board",481,"rel","C"
9,2,2,92,"HUT","straw",743,"rel","D"
9,2,2,101,"WICKER","basket",465,"rel","C"
9,2,2,159,"PARK","tax",373,"un","C"
9,2,2,214,"HUNDRED","puzzle",592,"un","D"
9,2,2,216,"DEER","slave",439,"un","D"
9,2,2,228,"RAYS","fortune",691,"un","C"
9,2,2,257,"MONKEY","wash",411,"un","D"
9,2,2,287,"SLING","shot",469,"rel","C"
9,2,2,306,"OWN","yard",592,"un","C"
9,2,2,349,"MORSE","code",741,"rel","C"
9,2,2,350,"DEVIL","club",583,"un","D"
9,2,2,384,"GUITAR","string",1042,"rel","C"
9,2,2,392,"STOMACH","ache",563,"rel","C"
9,2,2,402,"CRISP","zoo",518,"un","D"
10,1,2,540,"YOLK","egg",903,"rel","D"
10,1,2,557,"HELIUM","balloon",561,"rel","C"
10,1,2,558,"SUB","sandwich",571,"rel","C"
10,1,2,577,"CREDIT","card",743,"rel","C"
10,1,2,583,"UNIFORM","nurse",660,"rel","D"
10,1,2,647,"TELLER","bank",789,"rel","D"
10,1,2,664,"STEER","red",571,"un","D"
10,1,2,672,"BURST","bubble",582,"rel","C"
10,1,2,678,"PRESTIGE","check",813,"un","D"
10,1,2,686,"MELLOW","yellow",516,"rel","C"
10,1,2,691,"EXIT","reaction",764,"un","C"
10,1,2,711,"INTERRUPT","up",585,"un","C"
10,1,2,732,"FURTHER","away",800,"rel","C"
10,1,2,749,"LOWER","chew",658,"un","D"
10,1,2,755,"ABLE","beam",685,"un","C"
10,1,2,794,"CORPSE","not",565,"un","C"
10,1,2,799,"SPRAIN","ankle",625,"rel","C"
10,1,2,809,"HANDLE","care",557,"rel","C"
10,2,2,436,"CURIOUS","george",472,"rel","C"
10,2,2,446,"OBSTACLE","course",525,"rel","C"
10,2,2,452,"SALIVA","hoop",502,"un","C"
10,2,2,508,"INDIRECT","doctor",642,"un","C"
10,2,2,522,"SHAKE","rattle",616,"rel","C"
10,2,2,524,"REEF","coral",624,"rel","D"
10,2,2,553,"INSTINCT","basic",548,"rel","D"
10,2,2,570,"SNEAK","preview",541,"rel","C"
10,2,2,627,"COMPACT","disc",516,"rel","C"
10,2,2,649,"CONNECT","dots",644,"rel","C"
10,2,2,663,"TYPIST","france",633,"un","C"
10,2,2,680,"DRIP","drop",773,"rel","C"
10,2,2,735,"BEAN","green",540,"rel","D"
10,2,2,762,"OZONE","layer",627,"rel","C"
10,2,2,782,"PICTURE","frame",514,"rel","C"
10,2,2,804,"PLENTY","thousand",481,"un","C"
10,2,2,808,"FEMALE","perfect",662,"un","C"
11,1,2,23,"TWILIGHT","being",544,"un","C"
11,1,2,43,"EXAMPLE","bleach",623,"un","C"
11,1,2,45,"SICKLE","cell",963,"rel","C"
11,1,2,48,"SHOW","tell",643,"rel","C"
11,1,2,97,"ROMAN","empire",2158,"rel","C"
11,1,2,113,"LAB","experiment",628,"rel","C"
11,1,2,120,"BUSY","taxi",718,"un","D"
11,1,2,170,"RIGHTS","station",608,"un","C"
11,1,2,197,"SPOILED","rotten",694,"rel","C"
11,1,2,200,"HAPPENING","now",629,"rel","C"
11,1,2,208,"POST","office",696,"rel","C"
11,1,2,221,"EXPLOSION","potato",1329,"un","D"
11,1,2,229,"OPENER","can",725,"rel","D"
11,1,2,261,"JOURNAL","hamburger",954,"un","C"
11,1,2,266,"WELCOME","home",553,"rel","C"
11,1,2,280,"ELEMENTS","chain",649,"un","D"
11,1,2,314,"COMMANDER","chief",654,"rel","C"
11,1,2,323,"DUMP","garbage",914,"rel","D"
11,1,2,325,"MENTAL","health",625,"rel","C"
11,1,2,334,"FIGHT","fist",747,"rel","D"
11,1,2,336,"LASTING","long",771,"rel","D"
11,1,2,337,"HARVEST","crops",595,"rel","C"
11,1,2,348,"LEAST","bath",725,"un","D"
11,1,2,349,"SELFISH","dive",760,"un","C"
11,1,2,362,"TWIST","treat",1452,"un","C"
11,1,2,364,"ENTERTAINMENT","television",674,"rel","C"
11,1,2,378,"MINOR","sharp",680,"un","C"
11,1,2,412,"SNAP","crackle",670,"rel","C"
11,2,2,23,"THING","ribs",810,"un","C"
11,2,2,46,"KIDNEY","bean",376,"rel","C"
11,2,2,63,"DRUM","stick",447,"rel","C"
11,2,2,79,"CAPTION","closed",508,"rel","D"
11,2,2,84,"CLOROX","dinosaur",773,"un","D"
11,2,2,161,"LIST","groceries",581,"rel","D"
11,2,2,237,"POSTAGE","stamp",527,"rel","C"
11,2,2,249,"SCARF","turn",601,"un","C"
11,2,2,258,"REAP","log",940,"un","D"
11,2,2,274,"UNAWARE","gold",547,"un","D"
11,2,2,305,"LANDSCAPE","simple",901,"un","C"
11,2,2,341,"SLICK","dog",583,"un","D"
11,2,2,379,"VACUUM","cleaner",587,"rel","C"
11,2,2,401,"SPREE","shopping",1308,"rel","D"
11,2,2,415,"DAMN","it",830,"rel","C"
12,1,2,436,"CORAL","reef",600,"rel","C"
12,1,2,488,"SHOCK","electric",699,"rel","D"
12,1,2,503,"ATTENTION","span",542,"rel","C"
12,1,2,550,"RIGHTEOUS","soap",599,"un","C"
12,1,2,551,"SPAGHETTI","sauce",495,"rel","C"
12,1,2,587,"BOUQUET","flowers",558,"rel","C"
12,1,2,589,"GENE","pool",636,"rel","C"
12,1,2,635,"PIMPLE","furniture",862,"un","C"
12,1,2,641,"GRAPE","thursday",560,"un","C"
12,1,2,668,"CANYON","grand",785,"rel","D"
12,1,2,670,"CANE","dill",1173,"un","D"
12,1,2,709,"MEMORIAL","service",763,"rel","C"
12,1,2,711,"HELMET","motorcycle",544,"rel","D"
12,1,2,737,"TRICK","eggs",560,"un","C"
12,1,2,741,"STEREOTYPE","virgin",1219,"un","D"
12,1,2,770,"PAN","strap",527,"un","C"
12,1,2,774,"RENT","thread",552,"un","C"
12,1,2,785,"PICKLES","sexy",1000,"un","D"
12,1,2,809,"DEBATE","president",581,"un","D"
12,1,2,824,"JAIL","aluminum",644,"un","D"
12,2,2,469,"RELATIVITY","theory",615,"rel","C"
12,2,2,482,"GEORGE","washington",706,"rel","C"
12,2,2,485,"DRAG","race",671,"rel","C"
12,2,2,507,"HIKING","boots",463,"rel","C"
12,2,2,508,"LOAD","heavy",523,"rel","D"
12,2,2,510,"CASE","court",506,"rel","D"
12,2,2,524,"SMOKY","mountains",535,"rel","C"
12,2,2,526,"ATHLETIC","movie",572,"un","D"
12,2,2,547,"DELINQUENT","juvenile",954,"rel","D"
12,2,2,573,"SUBTLE","hint",627,"rel","C"
12,2,2,590,"PRINCESS","pledge",679,"un","D"
12,2,2,596,"DRILL","bit",530,"rel","C"
12,2,2,601,"KINETIC","energy",456,"rel","C"
12,2,2,613,"CONCERN","worker",510,"un","C"
12,2,2,654,"BLOUSE","hair",546,"un","D"
12,2,2,663,"CRAYOLA","crayon",527,"rel","C"
12,2,2,666,"DISCIPLINE","strict",458,"rel","D"
12,2,2,673,"TOENAIL","clipper",826,"rel","C"
12,2,2,698,"PUNCTUATION","kitchen",632,"un","D"
12,2,2,731,"CUSHION","couch",516,"rel","D"
12,2,2,735,"REMINISCENCE","coat",613,"un","C"
12,2,2,774,"SQUAD","police",497,"rel","D"
12,2,2,783,"FIBER","foreign",462,"un","D"
12,2,2,804,"PROMISE","broken",508,"rel","D"
12,2,2,809,"GRADUATE","student",518,"rel","C"
12,2,2,822,"DEFINITION","off",443,"un","C"
12,2,2,827,"HOE","doll",530,"un","C"
13,1,2,22,"KEEPER","zoo",584,"rel","D"
13,1,2,59,"PINT","card",564,"un","C"
13,1,2,86,"GENEROUS","disc",794,"un","C"
13,1,2,100,"CHEMICAL","reaction",638,"rel","C"
13,1,2,116,"JUNK","yard",1046,"rel","C"
13,1,2,185,"DISHES","wash",596,"rel","D"
13,1,2,214,"PUDDING","chocolate",753,"rel","D"
13,1,2,224,"HULA","hoop",852,"rel","C"
13,1,2,244,"COZY","yellow",720,"un","C"
13,1,2,282,"GUM","chew",675,"rel","D"
13,1,2,286,"TRIUMPH","strawberry",912,"un","D"
13,1,2,304,"TWO","three",883,"rel","C"
13,1,2,308,"POLICEMAN","wine",922,"un","D"
13,1,2,315,"DIP","chip",604,"rel","D"
13,1,2,316,"DEFEND","balloon",738,"un","C"
13,1,2,333,"SNOB","coral",887,"un","D"
13,1,2,343,"CIRCUS","clown",647,"rel","C"
13,1,2,345,"YEARS","nurse",1908,"un","D"
13,1,2,372,"MAYBE","not",717,"rel","C"
13,1,2,380,"WHITE","store",719,"un","C"
13,2,2,28,"MEANING","egg",539,"un","D"
13,2,2,76,"ARTS","shot",1064,"un","C"
13,2,2,79,"MARK","check",716,"rel","D"
13,2,2,86,"RUM","coke",648,"rel","C"
13,2,2,131,"FAME","fortune",710,"rel","C"
13,2,2,144,"BOOTH","telephone",1186,"rel","D"
13,2,2,150,"GOVERNOR","green",1317,"un","D"
13,2,2,157,"PIECES","puzzle",1362,"rel","D"
13,2,2,170,"MEMBER","club",900,"rel","D"
13,2,2,183,"LIPS","states",762,"un","C"
13,2,2,185,"MONEY","preview",616,"un","C"
13,2,2,208,"CHILD","dots",644,"un","C"
13,2,2,225,"TAN","code",719,"un","C"
13,2,2,247,"WOMEN","bank",486,"un","D"
13,2,2,271,"WET","care",1080,"un","C"
13,2,2,294,"ILLEGAL","drugs",1006,"rel","C"
13,2,2,303,"APPLE","red",1289,"rel","D"
13,2,2,318,"SHOULDER","ankle",937,"un","C"
